ID=    1, predicted=         8, true=         8, accuracy=1.00
ID=  907, predicted=         5, true=         5, accuracy=1.00
ID=  908, predicted=         4, true=         4, accuracy=1.00
ID=  909, predicted=         5, true=         5, accuracy=1.00
ID=  910, predicted=         2, true=         2, accuracy=1.00
ID=  911, predicted=         8, true=         8, accuracy=1.00
ID=  912, predicted=         3, true=         3, accuracy=1.00
ID=  913, predicted=         8, true=         8, accuracy=1.00
ID=  914, predicted=         2, true=         2, accuracy=1.00
ID=  915, predicted=         3, true=         3, accuracy=1.00
ID=  916, predicted=         1, true=         1, accuracy=1.00
ID=  917, predicted=         3, true=         3, accuracy=1.00
ID=  918, predicted=         1, true=         1, accuracy=1.00
ID=  919, predicted=         0, true=         0, accuracy=1.00
ID=  920, predicted=         4, true=         4, accuracy=1.00
ID=  921, predicted=         8, true=         8, accuracy=1.00
ID=  922, predicted=         8, true=         8, accuracy=1.00
ID=  923, predicted=         0, true=         0, accuracy=1.00
ID=  924, predicted=         6, true=         6, accuracy=1.00
ID=  925, predicted=         0, true=         0, accuracy=1.00
ID=  926, predicted=         8, true=         8, accuracy=1.00
ID=  927, predicted=         0, true=         0, accuracy=1.00
ID=  928, predicted=         3, true=         3, accuracy=1.00
ID=  929, predicted=         3, true=         3, accuracy=1.00
ID=  930, predicted=         4, true=         4, accuracy=1.00
ID=  931, predicted=         4, true=         4, accuracy=1.00
ID=  932, predicted=         0, true=         0, accuracy=1.00
ID=  933, predicted=         6, true=         6, accuracy=1.00
ID=  934, predicted=         2, true=         2, accuracy=1.00
ID=  935, predicted=         3, true=         3, accuracy=1.00
ID=  936, predicted=         1, true=         1, accuracy=1.00
ID=  937, predicted=         3, true=         3, accuracy=1.00
ID=  938, predicted=         3, true=         3, accuracy=1.00
ID=  939, predicted=         1, true=         1, accuracy=1.00
ID=  940, predicted=         2, true=         2, accuracy=1.00
ID=  941, predicted=         5, true=         5, accuracy=1.00
ID=  942, predicted=         9, true=         9, accuracy=1.00
ID=  943, predicted=         1, true=         1, accuracy=1.00
ID=  944, predicted=         1, true=         1, accuracy=1.00
ID=  945, predicted=         4, true=         4, accuracy=1.00
ID=  946, predicted=         2, true=         1, accuracy=0.00
ID=  947, predicted=         8, true=         8, accuracy=1.00
ID=  948, predicted=         9, true=         9, accuracy=1.00
ID=  949, predicted=         4, true=         4, accuracy=1.00
ID=  950, predicted=         1, true=         1, accuracy=1.00
ID=  951, predicted=         8, true=         8, accuracy=1.00
ID=  952, predicted=         4, true=         4, accuracy=1.00
ID=  953, predicted=         1, true=         1, accuracy=1.00
ID=  954, predicted=         7, true=         7, accuracy=1.00
ID=  955, predicted=         0, true=         0, accuracy=1.00
ID=  956, predicted=         3, true=         3, accuracy=1.00
ID=  957, predicted=         1, true=         1, accuracy=1.00
ID=  958, predicted=         6, true=         6, accuracy=1.00
ID=  959, predicted=         5, true=         5, accuracy=1.00
ID=  960, predicted=         8, true=         8, accuracy=1.00
ID=  961, predicted=         2, true=         2, accuracy=1.00
ID=  962, predicted=         4, true=         4, accuracy=1.00
ID=  963, predicted=         4, true=         4, accuracy=1.00
ID=  964, predicted=         9, true=         9, accuracy=1.00
ID=  965, predicted=         6, true=         6, accuracy=1.00
ID=  966, predicted=         7, true=         7, accuracy=1.00
ID=  967, predicted=         8, true=         8, accuracy=1.00
ID=  968, predicted=         2, true=         2, accuracy=1.00
ID=  969, predicted=         2, true=         2, accuracy=1.00
ID=  970, predicted=         9, true=         9, accuracy=1.00
ID=  971, predicted=         2, true=         2, accuracy=1.00
ID=  972, predicted=         2, true=         2, accuracy=1.00
ID=  973, predicted=         8, true=         8, accuracy=1.00
ID=  974, predicted=         2, true=         2, accuracy=1.00
ID=  975, predicted=         9, true=         9, accuracy=1.00
ID=  976, predicted=         1, true=         1, accuracy=1.00
ID=  977, predicted=         5, true=         5, accuracy=1.00
ID=  978, predicted=         8, true=         8, accuracy=1.00
ID=  979, predicted=         1, true=         1, accuracy=1.00
ID=  980, predicted=         8, true=         8, accuracy=1.00
ID=  981, predicted=         8, true=         8, accuracy=1.00
ID=  982, predicted=         3, true=         3, accuracy=1.00
ID=  983, predicted=         0, true=         0, accuracy=1.00
ID=  984, predicted=         6, true=         6, accuracy=1.00
ID=  985, predicted=         6, true=         6, accuracy=1.00
ID=  986, predicted=         5, true=         5, accuracy=1.00
ID=  987, predicted=         0, true=         0, accuracy=1.00
ID=  988, predicted=         2, true=         2, accuracy=1.00
ID=  989, predicted=         3, true=         3, accuracy=1.00
ID=  990, predicted=         6, true=         6, accuracy=1.00
ID=  991, predicted=         1, true=         1, accuracy=1.00
ID=  992, predicted=         9, true=         9, accuracy=1.00
ID=  993, predicted=         0, true=         0, accuracy=1.00
ID=  994, predicted=         6, true=         6, accuracy=1.00
ID=  995, predicted=         5, true=         5, accuracy=1.00
ID=  996, predicted=         5, true=         5, accuracy=1.00
ID=  997, predicted=         3, true=         3, accuracy=1.00
ID=  998, predicted=         4, true=         4, accuracy=1.00
ID=  999, predicted=         1, true=         1, accuracy=1.00
ID= 1000, predicted=         4, true=         4, accuracy=1.00
ID= 1001, predicted=         9, true=         9, accuracy=1.00
ID= 1002, predicted=         2, true=         2, accuracy=1.00
ID= 1003, predicted=         6, true=         6, accuracy=1.00
ID= 1004, predicted=         6, true=         6, accuracy=1.00
ID= 1005, predicted=         3, true=         3, accuracy=1.00
ID= 1006, predicted=         5, true=         5, accuracy=1.00
ID= 1007, predicted=         1, true=         1, accuracy=1.00
ID= 1008, predicted=         8, true=         8, accuracy=1.00
ID= 1009, predicted=         0, true=         0, accuracy=1.00
ID= 1010, predicted=         2, true=         2, accuracy=1.00
ID= 1011, predicted=         2, true=         2, accuracy=1.00
ID= 1012, predicted=         9, true=         9, accuracy=1.00
ID= 1013, predicted=         9, true=         9, accuracy=1.00
ID= 1014, predicted=         3, true=         3, accuracy=1.00
ID= 1015, predicted=         3, true=         3, accuracy=1.00
ID= 1016, predicted=         3, true=         3, accuracy=1.00
ID= 1017, predicted=         0, true=         0, accuracy=1.00
ID= 1018, predicted=         1, true=         1, accuracy=1.00
ID= 1019, predicted=         1, true=         1, accuracy=1.00
ID= 1020, predicted=         0, true=         0, accuracy=1.00
ID= 1021, predicted=         5, true=         5, accuracy=1.00
ID= 1022, predicted=         0, true=         0, accuracy=1.00
ID= 1023, predicted=         8, true=         8, accuracy=1.00
ID= 1024, predicted=         5, true=         5, accuracy=1.00
ID= 1025, predicted=         4, true=         4, accuracy=1.00
ID= 1026, predicted=         1, true=         1, accuracy=1.00
ID= 1027, predicted=         7, true=         7, accuracy=1.00
ID= 1028, predicted=         5, true=         5, accuracy=1.00
ID= 1029, predicted=         5, true=         5, accuracy=1.00
ID= 1030, predicted=         3, true=         3, accuracy=1.00
ID= 1031, predicted=         3, true=         3, accuracy=1.00
ID= 1032, predicted=         2, true=         2, accuracy=1.00
ID= 1033, predicted=         6, true=         6, accuracy=1.00
ID= 1034, predicted=         5, true=         5, accuracy=1.00
ID= 1035, predicted=         9, true=         7, accuracy=0.00
ID= 1036, predicted=         8, true=         8, accuracy=1.00
ID= 1037, predicted=         7, true=         7, accuracy=1.00
ID= 1038, predicted=         2, true=         2, accuracy=1.00
ID= 1039, predicted=         6, true=         6, accuracy=1.00
ID= 1040, predicted=         1, true=         1, accuracy=1.00
ID= 1041, predicted=         5, true=         5, accuracy=1.00
ID= 1042, predicted=         0, true=         0, accuracy=1.00
ID= 1043, predicted=         6, true=         6, accuracy=1.00
ID= 1044, predicted=         6, true=         6, accuracy=1.00
ID= 1045, predicted=         4, true=         4, accuracy=1.00
ID= 1046, predicted=         2, true=         2, accuracy=1.00
ID= 1047, predicted=         2, true=         2, accuracy=1.00
ID= 1048, predicted=         3, true=         3, accuracy=1.00
ID= 1049, predicted=         1, true=         9, accuracy=0.00
ID= 1050, predicted=         4, true=         4, accuracy=1.00
ID= 1051, predicted=         2, true=         2, accuracy=1.00
ID= 1052, predicted=         9, true=         9, accuracy=1.00
ID= 1053, predicted=         7, true=         7, accuracy=1.00
ID= 1054, predicted=         2, true=         2, accuracy=1.00
ID= 1055, predicted=         0, true=         0, accuracy=1.00
ID= 1056, predicted=         2, true=         2, accuracy=1.00
ID= 1057, predicted=         7, true=         1, accuracy=0.00
ID= 1058, predicted=         4, true=         4, accuracy=1.00
ID= 1059, predicted=         5, true=         5, accuracy=1.00
ID= 1060, predicted=         5, true=         5, accuracy=1.00
ID= 1061, predicted=         3, true=         3, accuracy=1.00
ID= 1062, predicted=         7, true=         7, accuracy=1.00
ID= 1063, predicted=         3, true=         3, accuracy=1.00
ID= 1064, predicted=         0, true=         0, accuracy=1.00
ID= 1065, predicted=         4, true=         4, accuracy=1.00
ID= 1066, predicted=         0, true=         0, accuracy=1.00
ID= 1067, predicted=         0, true=         0, accuracy=1.00
ID= 1068, predicted=         3, true=         3, accuracy=1.00
ID= 1069, predicted=         4, true=         4, accuracy=1.00
ID= 1070, predicted=         8, true=         8, accuracy=1.00
ID= 1071, predicted=         7, true=         7, accuracy=1.00
ID= 1072, predicted=         1, true=         1, accuracy=1.00
ID= 1073, predicted=         0, true=         0, accuracy=1.00
ID= 1074, predicted=         0, true=         0, accuracy=1.00
ID= 1075, predicted=         9, true=         9, accuracy=1.00
ID= 1076, predicted=         8, true=         8, accuracy=1.00
ID= 1077, predicted=         9, true=         9, accuracy=1.00
ID= 1078, predicted=         1, true=         1, accuracy=1.00
ID= 1079, predicted=         7, true=         7, accuracy=1.00
ID= 1080, predicted=         3, true=         3, accuracy=1.00
ID= 1081, predicted=         5, true=         5, accuracy=1.00
ID= 1082, predicted=         1, true=         1, accuracy=1.00
ID= 1083, predicted=         6, true=         6, accuracy=1.00
ID= 1084, predicted=         0, true=         0, accuracy=1.00
ID= 1085, predicted=         5, true=         5, accuracy=1.00
ID= 1086, predicted=         5, true=         5, accuracy=1.00
ID= 1087, predicted=         8, true=         8, accuracy=1.00
ID= 1088, predicted=         7, true=         7, accuracy=1.00
ID= 1089, predicted=         9, true=         9, accuracy=1.00
ID= 1090, predicted=         5, true=         5, accuracy=1.00
ID= 1091, predicted=         7, true=         7, accuracy=1.00
ID= 1092, predicted=         2, true=         2, accuracy=1.00
ID= 1093, predicted=         8, true=         8, accuracy=1.00
ID= 1094, predicted=         9, true=         9, accuracy=1.00
ID= 1095, predicted=         6, true=         6, accuracy=1.00
ID= 1096, predicted=         4, true=         4, accuracy=1.00
ID= 1097, predicted=         7, true=         7, accuracy=1.00
ID= 1098, predicted=         1, true=         1, accuracy=1.00
ID= 1099, predicted=         2, true=         2, accuracy=1.00
ID= 1100, predicted=         7, true=         7, accuracy=1.00
ID= 1101, predicted=         2, true=         2, accuracy=1.00
ID= 1102, predicted=         7, true=         7, accuracy=1.00
ID= 1103, predicted=         6, true=         6, accuracy=1.00
ID= 1104, predicted=         2, true=         2, accuracy=1.00
ID= 1105, predicted=         8, true=         8, accuracy=1.00
ID= 1106, predicted=         3, true=         3, accuracy=1.00
ID= 1107, predicted=         1, true=         1, accuracy=1.00
ID= 1108, predicted=         0, true=         0, accuracy=1.00
ID= 1109, predicted=         2, true=         2, accuracy=1.00
ID= 1110, predicted=         1, true=         1, accuracy=1.00
ID= 1111, predicted=         9, true=         9, accuracy=1.00
ID= 1112, predicted=         5, true=         5, accuracy=1.00
ID= 1113, predicted=         0, true=         0, accuracy=1.00
ID= 1114, predicted=         9, true=         9, accuracy=1.00
ID= 1115, predicted=         1, true=         1, accuracy=1.00
ID= 1116, predicted=         6, true=         6, accuracy=1.00
ID= 1117, predicted=         8, true=         8, accuracy=1.00
ID= 1118, predicted=         1, true=         1, accuracy=1.00
ID= 1119, predicted=         2, true=         2, accuracy=1.00
ID= 1120, predicted=         6, true=         4, accuracy=0.00
ID= 1121, predicted=         1, true=         1, accuracy=1.00
ID= 1122, predicted=         4, true=         4, accuracy=1.00
ID= 1123, predicted=         6, true=         6, accuracy=1.00
ID= 1124, predicted=         4, true=         1, accuracy=0.00
ID= 1125, predicted=         8, true=         8, accuracy=1.00
ID= 1126, predicted=         7, true=         7, accuracy=1.00
ID= 1127, predicted=         9, true=         9, accuracy=1.00
ID= 1128, predicted=         2, true=         2, accuracy=1.00
ID= 1129, predicted=         7, true=         7, accuracy=1.00
ID= 1130, predicted=         8, true=         8, accuracy=1.00
ID= 1131, predicted=         3, true=         9, accuracy=0.00
ID= 1132, predicted=         3, true=         3, accuracy=1.00
ID= 1133, predicted=         3, true=         3, accuracy=1.00
ID= 1134, predicted=         2, true=         2, accuracy=1.00
ID= 1135, predicted=         8, true=         8, accuracy=1.00
ID= 1136, predicted=         9, true=         9, accuracy=1.00
ID= 1137, predicted=         3, true=         3, accuracy=1.00
ID= 1138, predicted=         9, true=         9, accuracy=1.00
ID= 1139, predicted=         5, true=         5, accuracy=1.00
ID= 1140, predicted=         8, true=         8, accuracy=1.00
ID= 1141, predicted=         4, true=         4, accuracy=1.00
ID= 1142, predicted=         4, true=         4, accuracy=1.00
ID= 1143, predicted=         7, true=         7, accuracy=1.00
ID= 1144, predicted=         3, true=         3, accuracy=1.00
ID= 1145, predicted=         6, true=         6, accuracy=1.00
ID= 1146, predicted=         5, true=         5, accuracy=1.00
ID= 1147, predicted=         7, true=         7, accuracy=1.00
ID= 1148, predicted=         2, true=         2, accuracy=1.00
ID= 1149, predicted=         7, true=         7, accuracy=1.00
ID= 1150, predicted=         8, true=         8, accuracy=1.00
ID= 1151, predicted=         9, true=         9, accuracy=1.00
ID= 1152, predicted=         7, true=         7, accuracy=1.00
ID= 1153, predicted=         8, true=         8, accuracy=1.00
ID= 1154, predicted=         0, true=         0, accuracy=1.00
ID= 1155, predicted=         8, true=         8, accuracy=1.00
ID= 1156, predicted=         6, true=         6, accuracy=1.00
ID= 1157, predicted=         4, true=         4, accuracy=1.00
ID= 1158, predicted=         1, true=         1, accuracy=1.00
ID= 1159, predicted=         6, true=         6, accuracy=1.00
ID= 1160, predicted=         0, true=         0, accuracy=1.00
ID= 1161, predicted=         4, true=         4, accuracy=1.00
ID= 1162, predicted=         4, true=         4, accuracy=1.00
ID= 1163, predicted=         3, true=         3, accuracy=1.00
ID= 1164, predicted=         3, true=         3, accuracy=1.00
ID= 1165, predicted=         1, true=         1, accuracy=1.00
ID= 1166, predicted=         3, true=         3, accuracy=1.00
ID= 1167, predicted=         2, true=         2, accuracy=1.00
ID= 1168, predicted=         8, true=         8, accuracy=1.00
ID= 1169, predicted=         8, true=         8, accuracy=1.00
ID= 1170, predicted=         6, true=         6, accuracy=1.00
ID= 1171, predicted=         5, true=         5, accuracy=1.00
ID= 1172, predicted=         5, true=         5, accuracy=1.00
ID= 1173, predicted=         2, true=         2, accuracy=1.00
ID= 1174, predicted=         4, true=         4, accuracy=1.00
ID= 1175, predicted=         1, true=         1, accuracy=1.00
ID= 1176, predicted=         0, true=         0, accuracy=1.00
ID= 1177, predicted=         9, true=         9, accuracy=1.00
ID= 1178, predicted=         6, true=         6, accuracy=1.00
ID= 1179, predicted=         2, true=         2, accuracy=1.00
ID= 1180, predicted=         7, true=         7, accuracy=1.00
ID= 1181, predicted=         2, true=         2, accuracy=1.00
ID= 1182, predicted=         2, true=         2, accuracy=1.00
ID= 1183, predicted=         2, true=         2, accuracy=1.00
ID= 1184, predicted=         2, true=         2, accuracy=1.00
ID= 1185, predicted=         7, true=         7, accuracy=1.00
ID= 1186, predicted=         6, true=         6, accuracy=1.00
ID= 1187, predicted=         9, true=         9, accuracy=1.00
ID= 1188, predicted=         0, true=         0, accuracy=1.00
ID= 1189, predicted=         2, true=         2, accuracy=1.00
ID= 1190, predicted=         3, true=         3, accuracy=1.00
ID= 1191, predicted=         2, true=         2, accuracy=1.00
ID= 1192, predicted=         6, true=         6, accuracy=1.00
ID= 1193, predicted=         1, true=         7, accuracy=0.00
ID= 1194, predicted=         3, true=         3, accuracy=1.00
ID= 1195, predicted=         7, true=         7, accuracy=1.00
ID= 1196, predicted=         2, true=         2, accuracy=1.00
ID= 1197, predicted=         8, true=         8, accuracy=1.00
ID= 1198, predicted=         3, true=         3, accuracy=1.00
ID= 1199, predicted=         4, true=         4, accuracy=1.00
ID= 1200, predicted=         8, true=         8, accuracy=1.00
ID= 1201, predicted=         6, true=         6, accuracy=1.00
ID= 1202, predicted=         5, true=         5, accuracy=1.00
ID= 1203, predicted=         7, true=         7, accuracy=1.00
ID= 1204, predicted=         1, true=         1, accuracy=1.00
ID= 1205, predicted=         1, true=         1, accuracy=1.00
ID= 1206, predicted=         4, true=         4, accuracy=1.00
ID= 1207, predicted=         8, true=         8, accuracy=1.00
ID= 1208, predicted=         9, true=         9, accuracy=1.00
ID= 1209, predicted=         7, true=         7, accuracy=1.00
ID= 1210, predicted=         2, true=         2, accuracy=1.00
ID= 1211, predicted=         8, true=         0, accuracy=0.00
ID= 1212, predicted=         5, true=         5, accuracy=1.00
ID= 1213, predicted=         4, true=         4, accuracy=1.00
ID= 1214, predicted=         6, true=         6, accuracy=1.00
ID= 1215, predicted=         2, true=         2, accuracy=1.00
ID= 1216, predicted=         4, true=         4, accuracy=1.00
ID= 1217, predicted=         9, true=         9, accuracy=1.00
ID= 1218, predicted=         1, true=         1, accuracy=1.00
ID= 1219, predicted=         4, true=         4, accuracy=1.00
ID= 1220, predicted=         4, true=         4, accuracy=1.00
ID= 1221, predicted=         8, true=         8, accuracy=1.00
ID= 1222, predicted=         2, true=         2, accuracy=1.00
ID= 1223, predicted=         7, true=         7, accuracy=1.00
ID= 1224, predicted=         0, true=         0, accuracy=1.00
ID= 1225, predicted=         7, true=         7, accuracy=1.00
ID= 1226, predicted=         6, true=         6, accuracy=1.00
ID= 1227, predicted=         2, true=         2, accuracy=1.00
ID= 1228, predicted=         3, true=         3, accuracy=1.00
ID= 1229, predicted=         4, true=         4, accuracy=1.00
ID= 1230, predicted=         1, true=         1, accuracy=1.00
ID= 1231, predicted=         3, true=         3, accuracy=1.00
ID= 1232, predicted=         3, true=         3, accuracy=1.00
ID= 1233, predicted=         4, true=         4, accuracy=1.00
ID= 1234, predicted=         1, true=         1, accuracy=1.00
ID= 1235, predicted=         0, true=         0, accuracy=1.00
ID= 1236, predicted=         5, true=         5, accuracy=1.00
ID= 1237, predicted=         2, true=         2, accuracy=1.00
ID= 1238, predicted=         5, true=         5, accuracy=1.00
ID= 1239, predicted=         6, true=         6, accuracy=1.00
ID= 1240, predicted=         5, true=         5, accuracy=1.00
ID= 1241, predicted=         2, true=         2, accuracy=1.00
ID= 1242, predicted=         1, true=         1, accuracy=1.00
ID= 1243, predicted=         2, true=         2, accuracy=1.00
ID= 1244, predicted=         2, true=         2, accuracy=1.00
ID= 1245, predicted=         8, true=         8, accuracy=1.00
ID= 1246, predicted=         0, true=         0, accuracy=1.00
ID= 1247, predicted=         2, true=         2, accuracy=1.00
ID= 1248, predicted=         8, true=         8, accuracy=1.00
ID= 1249, predicted=         0, true=         0, accuracy=1.00
ID= 1250, predicted=         0, true=         0, accuracy=1.00
ID= 1251, predicted=         9, true=         9, accuracy=1.00
ID= 1252, predicted=         6, true=         6, accuracy=1.00
ID= 1253, predicted=         1, true=         1, accuracy=1.00
ID= 1254, predicted=         0, true=         0, accuracy=1.00
ID= 1255, predicted=         6, true=         6, accuracy=1.00
ID= 1256, predicted=         2, true=         1, accuracy=0.00
ID= 1257, predicted=         7, true=         7, accuracy=1.00
ID= 1258, predicted=         2, true=         2, accuracy=1.00
ID= 1259, predicted=         3, true=         9, accuracy=0.00
ID= 1260, predicted=         1, true=         2, accuracy=0.00
ID= 1261, predicted=         9, true=         9, accuracy=1.00
ID= 1262, predicted=         7, true=         7, accuracy=1.00
ID= 1263, predicted=         2, true=         2, accuracy=1.00
ID= 1264, predicted=         4, true=         4, accuracy=1.00
ID= 1265, predicted=         6, true=         6, accuracy=1.00
ID= 1266, predicted=         9, true=         9, accuracy=1.00
ID= 1267, predicted=         1, true=         1, accuracy=1.00
ID= 1268, predicted=         3, true=         3, accuracy=1.00
ID= 1269, predicted=         3, true=         3, accuracy=1.00
ID= 1270, predicted=         5, true=         5, accuracy=1.00
ID= 1271, predicted=         2, true=         2, accuracy=1.00
ID= 1272, predicted=         8, true=         8, accuracy=1.00
ID= 1273, predicted=         5, true=         5, accuracy=1.00
ID= 1274, predicted=         0, true=         0, accuracy=1.00
ID= 1275, predicted=         5, true=         5, accuracy=1.00
ID= 1276, predicted=         3, true=         3, accuracy=1.00
ID= 1277, predicted=         7, true=         7, accuracy=1.00
ID= 1278, predicted=         1, true=         1, accuracy=1.00
ID= 1279, predicted=         3, true=         3, accuracy=1.00
ID= 1280, predicted=         3, true=         3, accuracy=1.00
ID= 1281, predicted=         3, true=         3, accuracy=1.00
ID= 1282, predicted=         7, true=         7, accuracy=1.00
ID= 1283, predicted=         3, true=         3, accuracy=1.00
ID= 1284, predicted=         0, true=         0, accuracy=1.00
ID= 1285, predicted=         6, true=         6, accuracy=1.00
ID= 1286, predicted=         2, true=         2, accuracy=1.00
ID= 1287, predicted=         0, true=         0, accuracy=1.00
ID= 1288, predicted=         6, true=         6, accuracy=1.00
ID= 1289, predicted=         0, true=         0, accuracy=1.00
ID= 1290, predicted=         7, true=         7, accuracy=1.00
ID= 1291, predicted=         6, true=         6, accuracy=1.00
ID= 1292, predicted=         3, true=         3, accuracy=1.00
ID= 1293, predicted=         1, true=         1, accuracy=1.00
ID= 1294, predicted=         8, true=         8, accuracy=1.00
ID= 1295, predicted=         2, true=         1, accuracy=0.00
ID= 1296, predicted=         4, true=         4, accuracy=1.00
ID= 1297, predicted=         8, true=         8, accuracy=1.00
ID= 1298, predicted=         7, true=         7, accuracy=1.00
ID= 1299, predicted=         8, true=         8, accuracy=1.00
ID= 1300, predicted=         7, true=         7, accuracy=1.00
ID= 1301, predicted=         5, true=         5, accuracy=1.00
ID= 1302, predicted=         6, true=         6, accuracy=1.00
ID= 1303, predicted=         7, true=         7, accuracy=1.00
ID= 1304, predicted=         7, true=         7, accuracy=1.00
ID= 1305, predicted=         7, true=         7, accuracy=1.00
ID= 1306, predicted=         6, true=         6, accuracy=1.00
ID= 1307, predicted=         7, true=         7, accuracy=1.00
ID= 1308, predicted=         9, true=         9, accuracy=1.00
ID= 1309, predicted=         8, true=         8, accuracy=1.00
ID= 1310, predicted=         3, true=         3, accuracy=1.00
ID= 1311, predicted=         0, true=         0, accuracy=1.00
ID= 1312, predicted=         2, true=         2, accuracy=1.00
ID= 1313, predicted=         4, true=         4, accuracy=1.00
ID= 1314, predicted=         3, true=         3, accuracy=1.00
ID= 1315, predicted=         8, true=         8, accuracy=1.00
ID= 1316, predicted=         7, true=         7, accuracy=1.00
ID= 1317, predicted=         8, true=         8, accuracy=1.00
ID= 1318, predicted=         8, true=         0, accuracy=0.00
ID= 1319, predicted=         7, true=         7, accuracy=1.00
ID= 1320, predicted=         5, true=         5, accuracy=1.00
ID= 1321, predicted=         8, true=         8, accuracy=1.00
ID= 1322, predicted=         0, true=         0, accuracy=1.00
ID= 1323, predicted=         9, true=         9, accuracy=1.00
ID= 1324, predicted=         1, true=         1, accuracy=1.00
ID= 1325, predicted=         0, true=         0, accuracy=1.00
ID= 1326, predicted=         5, true=         5, accuracy=1.00
ID= 1327, predicted=         3, true=         3, accuracy=1.00
ID= 1328, predicted=         1, true=         1, accuracy=1.00
ID= 1329, predicted=         1, true=         1, accuracy=1.00
ID= 1330, predicted=         2, true=         2, accuracy=1.00
ID= 1331, predicted=         7, true=         7, accuracy=1.00
ID= 1332, predicted=         6, true=         6, accuracy=1.00
ID= 1333, predicted=         5, true=         5, accuracy=1.00
ID= 1334, predicted=         0, true=         0, accuracy=1.00
ID= 1335, predicted=         9, true=         9, accuracy=1.00
ID= 1336, predicted=         4, true=         4, accuracy=1.00
ID= 1337, predicted=         1, true=         1, accuracy=1.00
ID= 1338, predicted=         7, true=         7, accuracy=1.00
ID= 1339, predicted=         5, true=         5, accuracy=1.00
ID= 1340, predicted=         5, true=         5, accuracy=1.00
ID= 1341, predicted=         5, true=         5, accuracy=1.00
ID= 1342, predicted=         2, true=         2, accuracy=1.00
ID= 1343, predicted=         2, true=         2, accuracy=1.00
ID= 1344, predicted=         3, true=         3, accuracy=1.00
ID= 1345, predicted=         4, true=         4, accuracy=1.00
ID= 1346, predicted=         4, true=         4, accuracy=1.00
ID= 1347, predicted=         1, true=         1, accuracy=1.00
ID= 1348, predicted=         4, true=         4, accuracy=1.00
ID= 1349, predicted=         8, true=         8, accuracy=1.00
ID= 1350, predicted=         6, true=         6, accuracy=1.00
ID= 1351, predicted=         6, true=         7, accuracy=0.00
ID= 1352, predicted=         9, true=         9, accuracy=1.00
ID= 1353, predicted=         5, true=         5, accuracy=1.00
ID= 1354, predicted=         3, true=         3, accuracy=1.00
ID= 1355, predicted=         9, true=         9, accuracy=1.00
ID= 1356, predicted=         7, true=         7, accuracy=1.00
ID= 1357, predicted=         2, true=         2, accuracy=1.00
ID= 1358, predicted=         8, true=         8, accuracy=1.00
ID= 1359, predicted=         4, true=         4, accuracy=1.00
ID= 1360, predicted=         9, true=         9, accuracy=1.00
ID= 1361, predicted=         0, true=         0, accuracy=1.00
ID= 1362, predicted=         2, true=         2, accuracy=1.00
ID= 1363, predicted=         0, true=         0, accuracy=1.00
ID= 1364, predicted=         5, true=         5, accuracy=1.00
ID= 1365, predicted=         1, true=         1, accuracy=1.00
ID= 1366, predicted=         1, true=         7, accuracy=0.00
ID= 1367, predicted=         4, true=         4, accuracy=1.00
ID= 1368, predicted=         1, true=         1, accuracy=1.00
ID= 1369, predicted=         3, true=         3, accuracy=1.00
ID= 1370, predicted=         0, true=         0, accuracy=1.00
ID= 1371, predicted=         4, true=         4, accuracy=1.00
ID= 1372, predicted=         7, true=         7, accuracy=1.00
ID= 1373, predicted=         3, true=         3, accuracy=1.00
ID= 1374, predicted=         1, true=         1, accuracy=1.00
ID= 1375, predicted=         0, true=         0, accuracy=1.00
ID= 1376, predicted=         1, true=         1, accuracy=1.00
ID= 1377, predicted=         7, true=         7, accuracy=1.00
ID= 1378, predicted=         9, true=         9, accuracy=1.00
ID= 1379, predicted=         9, true=         9, accuracy=1.00
ID= 1380, predicted=         6, true=         6, accuracy=1.00
ID= 1381, predicted=         7, true=         7, accuracy=1.00
ID= 1382, predicted=         6, true=         6, accuracy=1.00
ID= 1383, predicted=         7, true=         7, accuracy=1.00
ID= 1384, predicted=         8, true=         8, accuracy=1.00
ID= 1385, predicted=         1, true=         1, accuracy=1.00
ID= 1386, predicted=         2, true=         2, accuracy=1.00
ID= 1387, predicted=         0, true=         0, accuracy=1.00
ID= 1388, predicted=         4, true=         4, accuracy=1.00
ID= 1389, predicted=         9, true=         9, accuracy=1.00
ID= 1390, predicted=         7, true=         7, accuracy=1.00
ID= 1391, predicted=         9, true=         9, accuracy=1.00
ID= 1392, predicted=         7, true=         7, accuracy=1.00
ID= 1393, predicted=         0, true=         0, accuracy=1.00
ID= 1394, predicted=         5, true=         5, accuracy=1.00
ID= 1395, predicted=         8, true=         8, accuracy=1.00
ID= 1396, predicted=         6, true=         6, accuracy=1.00
ID= 1397, predicted=         2, true=         2, accuracy=1.00
ID= 1398, predicted=         8, true=         8, accuracy=1.00
ID= 1399, predicted=         4, true=         4, accuracy=1.00
ID= 1400, predicted=         7, true=         7, accuracy=1.00
ID= 1401, predicted=         7, true=         7, accuracy=1.00
ID= 1402, predicted=         4, true=         4, accuracy=1.00
ID= 1403, predicted=         3, true=         3, accuracy=1.00
ID= 1404, predicted=         0, true=         0, accuracy=1.00
ID= 1405, predicted=         2, true=         2, accuracy=1.00
ID= 1406, predicted=         2, true=         2, accuracy=1.00
ID= 1407, predicted=         8, true=         8, accuracy=1.00
ID= 1408, predicted=         1, true=         1, accuracy=1.00
